Architecture,Method,Budget,n_realizations,Primary_mean,Primary_SD,Primary_q025,Primary_median,Primary_q975,FN_RMSE_mean,FN_MAE_mean,FN_Bias_mean,FN_R2_mean,UN_RMSE_mean,UN_MAE_mean,UN_Bias_mean,UN_R2_mean,Rank_method_within_arch_budget,Rank_overall_arch_method_within_budget
MLR,TargetOnlyRidge,12,504,0.5640398404034374,0.07921241928122691,0.43164716787013147,0.5642725337319966,0.7254522041442487,1.4682066800902325,1.0618350589095056,0.041217935058609614,0.7835781760840793,2.8979351062176444,2.258089594765814,0.8067244556562717,0.4140340438048119,2.0,5.0
MLR,TargetOnlyRidge,15,504,0.5251282510588677,0.05940243136314177,0.43763540203433815,0.516261953398405,0.6605448218885145,1.3671286219838468,1.0054723047828762,0.21183566886786367,0.801012072813559,2.697733432795155,2.1098438027709867,0.5097390101227369,0.5392100289261055,3.0,6.0
MLR,TargetOnlyRidge,18,504,0.4987287710786702,0.0586712436938075,0.41359743879446365,0.48913694244912953,0.6515504082206415,1.3273354497160665,0.985609849160673,0.07423065638473651,0.8176490476689517,2.523321698717168,1.9204340127391546,0.183006751579083,0.6339534408571641,3.0,7.0
MLR,TargetOnlyRidge,21,504,0.4897021203044431,0.04070192144951729,0.42811087048161933,0.4852555154254,0.5920236546342431,1.4348299405988185,1.0210703455916983,0.08030549412682099,0.789595842869957,2.301342995721209,1.726309951022709,0.15546240957051927,0.7039235577846398,2.0,12.0
MLR,TargetWeightedFullRF,3,504,0.8592826477046374,0.02711881800305697,0.8101996625926619,0.8610377565276052,0.9005087418405002,1.712335141398421,1.1459638313652047,0.6197650652307254,0.707310002131969,5.117821711956281,3.9257903841671618,3.401781357196534,-0.5493606074719452,5.0,16.0
MLR,TargetWeightedFullRF,6,504,0.8177711005536223,0.029739890270263632,0.7623733385585757,0.8204091719368748,0.8722012545701494,1.6555520852148724,1.056227394806019,0.47488610588943353,0.7295475271597293,4.835809233559078,3.587317452712534,2.693657818115123,-0.37020321395197014,6.0,21.0
MLR,TargetWeightedFullRF,9,504,0.8624885535796509,0.0345133116704249,0.8071248554404054,0.8590458494596167,0.9285646185948839,1.6555471900238867,1.1159984865857016,0.5756090619052373,0.7217851848913794,5.2216077807859085,3.7862137648673864,3.070396820003565,-0.6505962402532071,7.0,27.0
MLR,TargetWeightedFullRF,12,504,0.8309141800223726,0.04670521640004501,0.7454632285395748,0.8328959311981176,0.9134249230615996,1.5902245957599328,1.0277069232460019,0.5209133337972438,0.7485705637715444,5.036774291587618,3.6709662362995394,3.078084205224096,-0.6907821984135241,6.0,26.0
MLR,TargetWeightedFullRF,15,504,0.747613163042044,0.034997825025945256,0.6832304406062323,0.7456075439298779,0.8199611181074584,1.6601460003897832,1.1291976155082648,0.6275901071805013,0.7071076746657228,4.224375508933328,3.0986807972392554,2.484326720859063,-0.09298179811830262,6.0,24.0
MLR,TargetWeightedFullRF,18,504,0.7213570072722809,0.0401876499937919,0.6536641267309643,0.7188135766302018,0.8112629288718038,1.6291172640394491,1.0670114321117357,0.5643179525711876,0.7254404861182538,4.039451023749347,2.963637052075916,2.417293326229776,0.08954523124210949,6.0,23.0
